respondent,UCLA_index,Q8_disability,NeighborIndex,DiversityDiscussImportant,DiversitySupportive,Q22_marital_satn,Q46_attend_religious,Q39_caregiver,Q30_supportive_num,Q64_yrs_current_residence,Q65_relocate,ethnic,gender,household_size,income,employ,age_group,Q2_health_overall,Q27_11_parents_inperson,Q27_12_parents_email,Q27_13_parents_phone,Q27_14_parents_letters,Q27_15_parents_text,Q27_16_parents_online,Q27_17_parents_SN,Q27_21_child_inperson,Q27_22_child_email,Q27_23_child_phone,Q27_24_child_letters,Q27_25_child_text,Q27_26_child_online,Q27_27_child_SN,Q27_31_sibling_inperson,Q27_32_sibling_email,Q27_33_sibling_phone,Q27_34_sibling_letters,Q27_35_sibling_text,Q27_36_sibling_online,Q27_37_sibling_SN,Q27_41_friend_inperson,Q27_42_friend_email,Q27_43_friend_phone,Q27_44_friend_letters,Q27_45_friend_text,Q27_46_friend_online,Q27_47_friend_SN,Q28_discuss_important_matters_num,passaway_index,moveaway_index,Q38_more_less_friends,Q48_volunteer,Q50_groups,Q53_hobbies,Q77_hrs_alone,Q89_1_internet_sentiment,Q89_2_internet_sentiment,Q89_3_internet_sentiment,Q89_4_internet_sentiment,Q89_5_internet_sentiment,Q89_6_internet_sentiment,Q89_7_internet_sentiment,Q89_8_internet_sentiment,Q89_9_internet_sentiment,Q89_10_internet_sentiment,internet_sentiment_index,Q90_tradeoffs_family,Q91_tradeoffs_intimate_convo
2683,61,1,2.011530292,1,1,0,1,0,1,5,0,1,1,1,4,6,6,3,5,1,5,1,5,5,3,,,,,,,,2,1,5,1,5,5,1,5,1,5,1,5,5,1,2,0,0,2,0,1,7,6,2,2,1,1,2,3,1,2,5,3,22,2,2
2684,43,0,-2.545060698,1,1,0,1,0,4,4,0,1,2,4,5,1,5,3,5,1,5,1,5,1,1,5,1,5,1,1,1,1,5,1,5,1,1,1,1,5,1,5,1,4,1,5,4,1,,2,0,1,1,2,3,3,3,3,3,3,3,3,3,3,30,1,2
2685,47,0,2.229521755,2,2,5,6,1,3,5,0,2,2,3,18,1,6,4,3,1,5,4,1,5,5,,,,,,,,5,5,4,3,4,4,1,4,4,4,4,5,4,5,2,1,1,1,1,2,3,1,5,1,1,2,2,1,3,3,4,2,24,2,1
2686,41,0,0.510618135,3,4,3,2,0,10,5,0,1,1,2,13,5,8,3,,,,,,,,4,4,5,2,1,1,1,3,5,4,2,1,1,1,5,4,4,2,1,1,5,5,1,0,1,0,3,3,1,3,2,2,1,5,4,3,4,3,3,30,2,2
2687,48,0,1.370069945,3,4,0,6,1,6,5,0,1,2,1,8,5,6,3,5,1,5,1,1,1,1,5,1,5,1,5,1,5,5,1,1,1,5,1,1,5,1,5,1,5,1,1,4,3,0,2,1,1,2,6,5,1,4,5,4,5,5,5,1,5,40,2,2
2688,27,0,2.92483662,3,5,5,6,0,5,3,1,1,2,2,16,5,7,4,,,,,,,,4,5,5,3,5,3,4,2,5,5,3,5,2,3,5,5,5,3,5,1,5,4,2,2,2,1,1,5,1,5,4,2,4,5,5,5,4,4,5,43,3,2
2689,34,1,1.847393347,2,2,5,1,1,2,3,1,1,2,5,17,6,6,2,3,4,4,3,1,1,4,5,1,1,1,1,1,1,3,3,3,1,4,1,4,5,4,5,1,5,1,2,2,0,1,3,0,1,2,3,3,3,3,3,3,3,3,3,3,3,30,2,2
2690,51,0,-0.348833675,1,1,4,2,0,4,5,0,1,1,2,15,1,5,3,5,1,5,1,1,1,1,5,2,5,1,5,1,1,4,1,5,1,1,1,2,1,1,1,1,1,1,4,10,0,0,2,0,1,2,2,3,3,3,3,3,3,3,3,3,3,30,2,2
2691,46,0,1.423924463,4,3,5,3,0,4,5,0,1,2,4,16,1,6,4,4,3,5,2,1,1,1,4,4,5,2,5,5,5,4,4,4,2,3,1,5,4,3,3,2,4,1,1,5,0,0,2,1,2,3,1,3,2,3,3,2,4,3,3,3,5,31,2,2
2692,46,0,1.205933,1,2,4,2,0,2,4,0,1,1,2,8,5,7,3,,,,,,,,4,4,4,2,3,2,3,4,4,3,1,1,2,1,3,3,4,1,3,2,5,1,2,0,2,0,1,2,3,2,2,3,2,5,3,3,1,3,1,25,2,2
2693,29,1,-0.348833675,2,3,4,6,0,4,5,0,2,2,2,12,5,7,2,,,,,,,,,,,,,,,4,1,4,1,1,1,1,5,1,5,1,4,1,5,3,0,0,1,1,1,2,1,1,4,3,1,5,1,5,3,2,2,27,1,1
2695,44,0,-2.273214717,1,,1,6,0,0,5,0,1,1,1,13,1,7,4,,,,,,,,5,1,1,1,2,1,1,5,1,1,1,1,2,2,5,1,1,1,1,2,5,1,,0,2,1,1,4,1,2,1,4,1,4,1,5,1,5,2,26,2,2
2696,51,0,2.011530292,1,1,0,6,0,2,4,0,2,1,1,15,1,6,3,3,5,5,3,5,1,5,,,,,,,,3,3,3,3,3,1,3,5,3,5,3,3,2,3,2,0,0,1,1,2,1,3,4,3,3,4,4,4,3,2,3,4,34,2,2
2697,29,1,3.566296968,5,5,3,2,0,5,5,0,1,2,2,8,5,6,2,5,1,5,1,1,1,1,5,1,5,2,1,1,1,3,1,3,1,1,1,1,5,1,5,1,1,1,5,4,0,0,2,0,1,2,1,3,3,1,3,3,3,3,3,3,3,28,2,2
2698,33,1,0.292626672,2,2,5,2,0,2,3,1,1,2,2,9,5,7,2,,,,,,,,2,2,3,1,4,2,2,1,1,1,1,1,1,1,4,3,4,1,1,4,5,2,0,0,2,0,1,4,1,3,2,4,4,5,3,5,2,5,4,37,2,2
2700,45,0,0.782464116,2,2,5,1,1,2,2,2,1,1,3,16,1,5,3,,,,,,,,5,5,5,5,5,5,5,2,2,1,1,1,1,1,5,5,5,2,5,1,4,3,0,0,3,0,2,2,3,5,4,3,3,4,3,4,2,1,3,32,3,3
2701,46,1,4.425748778,3,2,0,6,0,5,5,0,2,1,1,4,6,6,3,4,1,4,2,1,1,1,5,1,5,4,4,4,4,4,4,4,4,4,4,4,5,4,5,4,4,4,2,5,2,2,1,0,1,2,5,4,2,5,5,5,2,4,4,4,4,39,2,2
2702,38,1,0.728609598,,2,0,2,0,2,5,0,1,2,3,13,5,7,2,,,,,,,,,,,,,,,,,4,,4,,,5,,,,,,,2,0,0,2,0,1,1,3,1,1,3,1,3,4,3,4,3,5,28,2,2
2703,40,0,2.06538481,6,3,0,2,0,4,5,0,1,1,1,7,2,8,4,,,,,,,,,,,,,,,2,3,3,3,1,1,3,4,5,5,3,4,3,1,10,,1,3,1,3,6,4,4,2,2,4,5,4,5,3,5,3,37,2,2
2704,55,0,1.370069945,1,3,0,4,0,3,4,0,3,2,1,12,1,7,5,,,,,,,,5,4,5,1,5,5,1,1,1,1,1,1,1,1,5,5,5,4,5,5,,3,1,1,1,1,1,3,2,3,3,1,1,5,3,1,3,3,3,26,1,1
2705,51,1,2.229521755,1,1,5,6,0,1,3,1,1,1,4,19,1,5,5,1,1,1,1,1,1,1,5,4,1,1,1,1,1,1,1,1,1,1,1,1,4,4,3,2,3,1,3,1,0,0,2,1,1,2,3,4,1,4,4,5,4,4,3,3,5,37,2,2
2706,20,0,2.92483662,5,4,3,2,0,15,4,0,1,2,1,21,2,6,5,3,5,5,4,4,1,5,5,5,5,4,5,5,5,3,4,4,3,3,3,4,5,5,4,4,4,5,1,15,0,0,3,1,3,3,2,3,3,3,3,4,4,4,3,5,5,37,2,2
2707,32,0,-0.348833675,2,4,5,6,0,4,1,1,1,1,2,13,5,8,4,,,,,,,,5,4,4,1,4,1,1,2,1,3,1,1,1,1,5,4,2,1,3,1,3,2,1,1,2,1,1,2,1,3,3,3,3,4,4,3,3,2,5,33,2,2
2708,34,1,-3.827981392,5,5,0,1,1,15,1,3,1,2,2,13,5,6,4,3,2,5,2,5,1,1,3,4,4,2,5,3,5,3,4,4,2,5,2,4,3,5,4,2,4,2,2,8,1,1,1,0,2,7,1,4,2,4,4,3,4,4,3,4,3,35,2,2
2709,31,0,1.205933,2,4,5,6,0,6,5,0,1,2,3,16,1,5,4,,,,,,,,5,1,1,1,5,1,1,1,1,1,1,1,1,1,5,4,4,1,5,5,1,2,1,0,2,0,1,2,1,4,4,2,4,5,5,2,4,4,4,38,2,2
2710,31,0,-2.914675064,2,3,0,6,0,5,5,0,4,1,2,4,5,7,2,,,,,,,,4,1,5,3,5,2,1,5,4,1,1,5,1,1,5,5,4,2,5,1,5,5,3,0,2,0,1,5,4,1,1,2,2,1,5,3,1,1,1,18,2,2
2711,42,0,0.728609598,1,2,5,1,0,2,3,1,4,2,3,12,1,6,4,,,,,,,,5,3,5,1,1,1,1,2,1,5,1,1,1,1,4,1,5,1,1,1,5,1,0,0,2,1,2,2,2,2,1,1,1,3,1,3,1,3,3,19,2,3
2712,25,0,3.566296968,2,3,5,2,0,8,2,1,1,1,2,16,5,7,3,,,,,,,,2,4,4,1,4,1,1,2,3,4,1,3,1,1,5,4,1,1,4,1,5,2,1,0,3,1,2,5,1,3,3,2,3,3,1,3,4,4,3,29,2,2
2713,56,1,-2.273214717,3,3,0,3,1,5,4,0,1,2,1,16,6,5,1,2,1,4,3,4,1,1,5,4,5,3,5,1,5,2,1,1,1,2,1,1,4,4,4,3,5,1,1,4,2,1,1,0,1,4,5,4,2,2,4,2,4,2,4,4,3,31,1,1
2714,56,0,-1.413762907,1,,5,6,0,0,5,0,1,1,2,10,5,7,2,,,,,,,,5,4,5,3,5,3,4,2,1,4,1,1,2,1,1,1,3,2,1,1,5,2,,0,1,1,1,1,3,1,2,2,4,2,4,2,2,3,3,25,2,2
2715,34,0,-0.348833675,3,3,5,2,0,3,4,0,2,2,2,8,7,7,3,,,,,,,,5,5,5,3,1,3,2,5,1,5,3,1,1,2,4,1,4,2,1,1,4,2,1,1,1,0,1,3,1,1,1,4,1,5,1,5,2,4,2,26,2,2
2716,53,0,0.510618135,2,2,0,1,0,2,5,0,1,2,1,9,5,7,3,,,,,,,,,,,,,,,,,,,,,,3,3,5,1,5,1,5,2,0,0,1,0,1,1,4,1,1,1,1,5,1,1,3,5,3,22,2,2
2717,38,0,4.425748778,1,6,5,6,0,60,5,0,1,1,3,19,1,7,3,,,,,,,,5,1,5,3,1,1,1,2,4,4,2,1,1,1,5,2,2,2,1,1,5,1,2,0,2,1,1,2,1,3,2,1,1,3,3,3,1,1,3,21,2,2
2718,42,0,0.510618135,1,1,4,2,0,1,4,0,1,2,3,15,1,5,4,2,3,3,1,4,1,5,2,4,3,1,4,4,5,2,3,2,1,4,1,4,5,5,2,1,5,4,1,1,1,0,2,1,3,2,2,4,4,3,4,4,5,3,4,3,3,37,2,1
2719,55,0,-3.827981392,3,3,5,5,1,4,4,0,3,2,4,16,1,5,3,5,1,5,1,1,1,1,5,4,5,1,5,1,1,4,4,4,1,4,1,1,5,4,4,1,5,1,5,3,1,0,1,0,1,2,2,2,2,3,1,2,1,3,2,1,2,19,1,1
2720,38,0,0.141003768,2,5,5,6,,4,1,1,3,1,3,13,1,6,4,,,,,,,,5,5,5,1,5,1,1,,,,,,,,4,3,4,1,4,1,5,2,0,1,2,0,1,2,1,5,5,1,5,2,4,2,5,3,2,34,1,1
2721,23,0,2.92483662,2,2,5,1,0,2,5,0,1,2,2,16,1,6,4,2,1,1,2,1,1,1,2,1,5,3,4,3,3,2,2,2,2,1,3,4,5,5,4,3,5,4,2,2,0,0,2,1,2,3,3,4,3,2,4,5,4,4,1,5,4,36,2,2
2722,34,0,0.728609598,3,4,4,5,0,20,5,0,1,2,2,18,1,6,3,,,,,,,,3,4,5,1,5,4,5,1,1,1,1,1,1,1,4,4,4,3,5,1,2,10,0,1,2,1,3,4,2,5,1,5,1,5,1,5,4,5,5,37,2,1
2723,37,0,0.510618135,3,5,0,6,0,10,5,0,4,1,3,14,1,5,3,5,1,5,1,5,4,1,,,,,,,,5,1,5,1,5,5,1,5,4,5,1,5,4,5,5,1,1,2,1,1,2,1,3,3,2,3,3,3,3,3,2,4,29,2,2
2724,36,0,1.000455578,3,3,5,6,0,3,4,0,1,2,2,10,5,7,4,,,,,,,,4,3,3,1,2,1,3,2,4,3,1,5,1,5,4,1,4,3,4,1,5,2,0,0,2,1,4,3,2,3,1,3,3,5,1,5,3,5,1,30,2,2
2725,60,1,-1.63175437,1,1,5,2,1,5,4,0,1,1,3,9,5,7,3,,,,,,,,,,,,,,,3,3,3,2,3,1,1,2,2,2,2,1,2,4,2,1,1,1,0,1,3,2,1,1,5,1,5,1,5,1,5,1,26,1,1
2726,42,0,2.229521755,2,2,4,6,0,2,5,0,1,1,2,12,5,8,3,,,,,,,,4,5,5,4,1,1,1,1,1,1,1,1,1,1,5,5,5,4,1,1,5,3,2,0,2,1,1,3,4,2,2,2,2,3,3,5,3,4,3,29,2,1
2727,27,0,-1.63175437,2,3,5,6,0,3,5,0,2,2,6,13,7,7,3,4,1,5,2,1,1,1,5,5,5,1,5,4,5,,,,,,,,5,5,5,1,5,2,1,3,1,0,2,1,1,1,1,1,1,1,3,5,4,5,1,3,3,27,2,2
2728,32,0,-1.467617425,3,4,4,3,0,4,5,0,1,2,1,6,5,6,2,,,,,,,,4,1,4,1,1,1,5,3,1,5,1,1,1,5,5,1,3,1,1,1,2,2,0,0,2,0,1,2,1,3,3,2,4,3,5,3,3,3,5,34,2,2
2729,51,0,-2.273214717,3,3,0,2,0,3,2,1,5,1,1,17,1,6,4,4,3,4,1,4,1,1,3,4,3,1,4,1,4,4,2,2,1,3,1,1,4,1,1,1,3,1,2,3,0,1,2,0,2,2,4,4,2,4,4,3,4,3,3,4,4,35,2,2
2730,47,0,0.510618135,3,7,5,2,0,10,5,0,1,2,3,19,1,5,2,4,1,5,1,1,1,1,5,3,5,1,5,1,1,5,1,5,1,5,1,1,4,3,4,1,4,1,3,3,0,0,2,1,1,2,1,2,1,1,1,1,3,4,1,3,3,20,2,1
2731,28,0,1.370069945,1,1,5,,0,1,3,1,1,2,2,13,5,7,4,,,,,,,,5,3,5,2,5,1,1,5,5,5,2,5,1,1,5,5,5,2,5,1,5,1,0,0,2,1,1,5,1,1,1,1,1,5,1,5,1,5,1,22,2,2
2732,48,0,0.08714925,,,3,2,0,0,4,0,1,1,1,16,1,6,3,,,,,,,,,,,,,,,,,,,,,,4,1,5,1,1,1,5,0,,0,1,0,2,3,3,1,1,5,1,5,1,5,1,5,1,26,2,2
2733,58,0,-0.990294023,1,1,0,2,0,1,2,1,1,1,1,13,1,5,4,,,,,,,,,,,,,,,4,2,4,1,4,1,1,3,2,2,1,2,1,5,3,1,0,2,0,1,2,5,3,5,1,1,3,3,3,2,3,3,27,1,1
2734,40,0,0.08714925,6,7,5,3,0,10,4,0,1,1,2,19,1,5,3,4,1,5,1,1,1,1,4,5,5,1,5,1,1,3,4,4,1,4,1,4,5,5,5,1,5,5,1,4,1,0,2,1,2,2,1,4,3,2,4,3,4,3,2,2,4,31,2,2
2736,30,0,-0.130842212,5,5,5,2,0,7,2,2,1,1,2,14,1,6,4,,,,,,,,5,3,4,1,5,1,1,2,3,4,3,5,3,4,4,2,2,2,2,2,2,6,1,0,2,0,1,3,1,5,3,2,4,4,4,3,4,5,5,39,2,2
2737,57,1,2.92483662,1,4,0,1,0,10,3,1,5,2,5,15,5,7,3,,,,,,,,5,5,5,3,5,5,5,5,5,5,3,5,4,5,2,5,4,3,4,4,1,2,2,0,2,0,1,2,2,5,4,5,5,5,5,1,5,3,5,43,2,2
2738,35,0,-0.990294023,1,2,4,3,0,2,4,0,4,1,2,18,1,7,3,,,,,,,,5,1,5,2,1,1,1,5,1,5,2,1,1,1,5,1,5,2,1,1,5,2,1,0,3,1,1,6,1,1,1,1,1,5,1,5,1,5,3,24,2,2
2739,52,1,1.847393347,2,4,0,2,1,4,4,0,3,2,2,3,5,6,1,1,5,5,4,1,1,5,5,1,5,1,5,1,5,1,1,1,1,1,1,1,5,5,5,5,5,1,1,1,0,0,2,0,1,4,3,4,1,3,4,4,3,5,3,3,5,35,1,1
2741,52,0,-0.130842212,1,2,4,1,0,2,2,2,1,2,3,16,7,6,4,,,,,,,,5,1,5,1,5,1,4,3,1,3,1,3,1,3,3,1,1,1,3,1,2,1,0,0,1,0,1,3,1,3,1,3,4,5,2,4,3,5,5,35,2,2
2742,58,1,-4.687433203,1,1,5,1,0,1,2,4,1,1,3,16,5,5,2,4,1,5,3,4,1,1,5,1,5,2,5,1,1,4,1,4,3,4,1,1,4,1,4,1,1,1,5,1,1,1,1,0,1,2,3,3,3,1,1,2,1,1,2,1,5,20,2,2
2743,41,1,-0.554311097,2,2,0,6,0,4,5,0,1,2,1,11,5,8,2,,,,,,,,,,,,,,,2,1,5,3,1,1,1,5,1,5,3,4,1,5,4,1,0,2,1,1,2,5,3,1,2,3,2,4,5,2,3,1,26,3,1
2744,23.15789474,0,-0.348833675,3,3,4,5,0,20,3,1,1,2,2,10,5,8,4,,,,,,,,,4,5,3,5,1,5,,4,4,1,1,1,1,,5,4,1,4,1,2,3,2,0,2,1,2,4,1,3,2,4,5,5,1,5,5,4,5,39,2,2
2745,28,0,-2.273214717,1,1,0,6,0,2,4,0,2,2,5,21,5,8,2,,,,,,,,2,1,3,1,2,1,1,2,1,5,1,1,2,2,3,1,4,1,1,1,5,2,0,0,2,0,1,4,2,1,2,1,1,3,2.777777778,4,3,3,3,23.77777778,2,2
2746,63,0,-2.273214717,4,3,0,1,0,3,5,0,1,2,1,5,1,5,4,4,1,5,2,1,1,1,3,2,4,2,5,1,3,3,1,3,2,3,1,3,4,2,4,2,4,1,2,1,1,0,3,0,1,1,4,4,2,3,3,3,5,3,4,2,2,31,1,2
2747,51,0,-4.687433203,2,2,0,2,0,2,5,0,3,2,1,16,1,6,3,,,,,,,,,,,,,,,4,4,4,2,5,1,4,3,1,2,3,3,1,3,2,0,0,2,0,1,1,5,4,4,2,5,3,4,5,3,2,3,35,2,2
2748,49,0,-0.402688193,,1,3,1,0,1,5,0,4,1,3,11,1,5,3,3,3,5,1,4,4,1,4,1,4,1,4,1,1,2,1,4,1,4,1,1,1,1,1,1,1,1,5,0,0,0,1,0,1,1,3,3,3,3,3,3,3,3,3,3,3,30,1,1
2749,43,1,-0.990294023,2,5,0,5,0,7,2,4,2,1,1,10,1,5,3,4,5,4,2,5,1,1,1,1,1,1,1,1,1,4,4,4,2,4,1,1,5,4,5,1,5,1,5,3,0,0,2,1,3,4,,4,3,3,3,5,2,3,4,3,3,33,1,1
2750,31,0,2.229521755,1,3,1,5,0,5,5,0,1,2,2,14,5,7,4,5,5,5,3,5,5,5,5,3,5,1,4,5,4,3,3,4,1,3,3,4,5,4,5,1,4,3,1,1,0,0,2,0,1,3,1,3,2,2,4,5,3,5,1,3,4,32,2,2
2752,39,1,-2.273214717,5,5,5,6,0,10,5,0,2,1,4,12,5,6,5,5,5,5,2,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,1,5,5,1,10,1,1,2,1,1,2,1,4,3,4,2,5,2,5,1,5,2,33,2,2
2754,20,0,0.510618135,1,1,0,6,0,3,4,0,1,1,1,6,5,7,3,,,,,,,,,,,,,,,1,1,5,3,1,1,1,5,1,5,3,1,1,5,4,1,1,2,1,2,5,3,2,3,2,3,3,3,4,4,3,4,31,1,2
2755,30,0,4.425748778,3,3,0,2,0,7,2,2,1,2,1,8,5,8,4,,,,,,,,5,5,4,3,5,1,1,5,5,5,1,5,1,1,5,5,4,3,5,1,5,10,0,1,3,1,2,3,2,1,1,1,1,4,3,5,2,4,5,27,2,2
2756,29,0,1.370069945,3,3,5,6,0,6,5,0,1,1,2,17,5,7,4,,,,,,,,3,4,5,2,5,2,5,3,2,2,1,2,2,5,5,5,4,3,5,1,1,6,1,0,2,1,2,4,1,4,1,3,4,5,4,4,4,4,5,38,2,2
2757,27,0,1.370069945,4,5,1,5,0,15,1,1,1,2,2,19,1,5,3,4,5,4,1,1,1,1,5,5,5,1,5,5,3,4,4,4,3,4,1,1,5,3,4,3,5,1,2,4,2,0,3,1,3,3,2,4,3,2,4,5,4,5,3,2,2,34,1,1
2758,43,1,0.510618135,1,1,0,6,0,1,5,0,1,1,1,9,5,6,4,,,,,,,,,,,,,,,2,3,4,1,1,1,5,5,2,5,1,1,1,4,2,1,0,1,1,1,4,5,1,3,3,2,3,4,3,4,3,5,31,2,2
2759,26,0,-1.63175437,1,3,5,1,0,6,5,0,1,2,2,16,5,7,4,4,5,5,1,1,1,1,,,,,,,,3,4,3,3,5,4,4,5,5,4,3,5,3,3,1,1,0,2,0,1,2,1,4,2,3,2,4,4,3,1,3,3,29,2,2
2760,21,0,-2.273214717,3,3,0,5,1,6,4,0,1,2,2,15,1,6,5,,,,,,,,5,1,5,1,5,1,4,2,2,4,2,4,1,5,5,1,1,1,5,1,2,3,0,0,2,0,1,3,2,4,1,3,4,5,5,5,4,5,5,41,2,2
2761,45,0,1.205933,1,2,0,5,0,3,5,0,1,2,1,9,5,7,4,,,,,,,,,,,,,,,5,1,5,1,2,2,4,5,5,4,1,1,1,1,1,1,0,3,0,1,2,5,3,4,1,4,3,4,2,3,5,5,34,2,2
2762,72,1,-0.348833675,1,1,0,1,0,2,4,0,1,2,1,5,5,7,1,4,1,5,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,5,2,1,0,1,0,1,7,6,1,1,1,3,3,3,3,3,5,3,26,2,2
2763,43,0,-3.827981392,2,2,0,1,0,2,5,0,1,1,2,12,1,5,4,,,,,,,,,,,,,,,5,1,4,1,1,1,1,5,3,4,1,5,1,5,2,0,0,2,0,1,2,2,1,3,4,1,4,4,3,2,4,4,30,2,1
2764,33,0,-0.990294023,1,2,5,6,0,2,5,0,1,1,2,14,5,7,4,,,,,,,,5,4,5,1,1,1,1,1,4,1,1,1,1,1,5,5,4,1,1,1,5,1,1,0,2,0,2,1,3,1,3,1,1,3,4,5,4,5,5,32,2,2
2765,32,0,-0.554311097,4,5,5,2,0,10,5,0,1,2,4,20,1,6,4,4,1,4,3,1,1,1,4,5,4,3,5,4,5,4,1,1,3,1,1,1,4,5,1,3,4,1,2,4,0,0,2,0,1,2,2,4,4,3,3,4,4,3,4,3,4,36,2,2
2766,51,0,1.370069945,1,2,4,1,1,5,2,2,4,2,2,15,1,6,4,,,,,,,,,,,,,,,1,3,2,1,4,1,4,5,1,4,1,5,1,1,2,0,0,2,0,1,3,2,5,5,1,4,3,4,3,3,3,4,35,2,1
2767,24,0,0.564472653,1,,5,1,0,0,5,0,1,1,1,11,2,7,4,,,,,,,,,,,,,,,3,3,3,1,1,1,3,3,1,3,1,1,1,3,1,,0,2,0,1,1,1,3,1,1,1,3,3,3,3,1,3,22,2,2
2768,32,0,-0.348833675,2,3,5,5,0,5,5,0,1,1,3,17,1,6,3,,,,,,,,5,5,5,1,5,3,1,5,1,5,1,1,1,1,5,2,5,1,3,3,1,4,2,0,2,1,2,3,2,1,3.222222222,1,1,3,4,5,3,4,3,28.22222222,2,2
2769,43,0,2.011530292,2,2,0,6,0,2,5,0,1,2,1,5,5,7,3,,,,,,,,5,5,5,1,4,5,5,5,5,5,1,4,3,5,5,1,5,1,1,1,1,2,1,0,2,0,1,1,4,5,5,3,3,4,5,5,3,5,5,43,2,2
2770,53,1,2.870982102,1,3,0,1,0,7,3,1,2,1,1,4,5,7,2,,,,,,,,,,,,,,,5,,5,2,5,3,5,5,5,5,1,5,3,1,3,1,0,2,1,1,4,3,4,4,2,4,2,5,3,3,4,5,36,3,1
2771,51,0,-1.413762907,1,1,0,2,0,2,2,1,2,1,1,7,4,6,2,,,,,,,,,,,,,,,4,2,4,1,2,2,3,3,1,2,1,1,2,3,2,0,0,2,0,1,2,2,4,3,2,4,3,4,3,3,4,4,34,2,2
2772,30,0,-2.273214717,3,7,5,6,0,25,1,1,1,1,6,15,1,5,5,3,3,5,4,1,3,1,5,4,4,2,4,1,1,2,3,3,2,1,2,1,4,4,4,2,4,1,5,6,0,1,1,1,1,3,2,3,2,2,1,3,3,3,3,3,3,26,2,2
2773,35,0,0.510618135,3,4,5,1,1,6,3,1,4,2,9,15,7,5,5,5,,,,,,,5,,,,,,,5,,,,,5,1,4,,4,2,4,4,5,3,0,0,2,0,1,2,1,4,1,3,1,3,3,3,2,5,4,29,2,2
2774,45,0,-2.273214717,4,4,4,3,0,6,3,1,4,2,3,17,1,5,4,5,4,5,1,5,1,5,5,2,5,2,5,3,5,2,3,3,1,3,1,1,5,5,3,2,5,2,1,5,1,0,2,1,1,4,4,4,4,4,5,4,5,5,3,4,5,43,2,2
2775,57,0,-1.63175437,2,2,3,2,0,2,4,0,1,1,2,12,1,5,3,5,5,5,3,5,4,5,,,,,,,,4,4,4,1,5,4,4,5,5,5,2,5,4,5,2,1,1,1,0,1,4,3,4,1,1,3,2,5,2,4,3,5,30,3,1
2776,28,0,1.859907389,1,1,5,6,0,3,5,0,1,2,1,14,5,7,4,,,5,3,1,1,1,4,4,3,4,4,4,5,5,1,5,5,1,1,1,5,1,4,3,1,1,2,3,0,0,2,0,1,3,1,1,2,4,3,2,2,4,1,4,2,25,2,2
2777,51,0,1.152078482,3,3,5,1,0,3,4,0,1,2,1,15,1,7,3,,,,,,,,,,,,,,,4,3,5,1,4,1,3,3,2,4,3,1,1,4,4,1,1,,1,1,3,3,3,4,3,4,4,4,3,4,4,4,37,2,2
2778,42,1,-1.413762907,1,1,3,2,0,1,2,1,1,1,2,21,1,6,3,,,,,,,,5,3,3,2,3,3,3,3,3,3,3,3,3,3,3,5,3,1,5,1,5,1,1,0,1,0,1,3,2,3,3,3,1,5,1,5,1,5,5,32,1,2
2779,54,0,0.510618135,3,2,0,5,0,5,3,1,1,1,1,7,1,5,3,5,5,4,2,4,4,5,,,,,,,,3,3,4,2,4,2,4,4,4,4,2,4,4,1,5,0,0,2,1,1,2,4,4,3,3,4,4,4,3,3,4,4,36,2,2
2780,48,0,-0.77230256,1,2,5,1,0,2,4,0,1,1,2,13,1,6,3,2,4,4,5,1,1,1,3,2,3,1,1,1,1,2,2,3,1,1,1,1,4,1,4,1,1,1,5,1,0,1,2,0,1,5,2,1,1,3,1,3,3,3,3,3,3,24,2,2
2781,26,0,3.566296968,2,,5,4,0,0,5,0,1,1,2,16,1,6,4,,,,,,,,5,4,5,3,5,5,5,5,3,4,1,5,1,4,5,4,4,1,5,1,2,3,,0,2,1,2,2,1,3,3,3,4,3,5,3,4,3,3,34,3,2
2782,31,0,2.229521755,3,5,5,6,0,10,5,0,1,2,2,13,5,6,4,,,,,,,,5,5,5,3,5,3,5,5,3,4,2,4,2,2,5,4,4,2,4,2,1,3,1,0,3,1,3,3,3,4,1,1,4,5,2,2,1,3,3,26,1,2
2783,50,0,-4.46944174,3,3,0,2,0,3,4,0,1,1,1,17,1,6,4,2,1,4,3,1,1,1,4,1,4,3,4,1,1,2,1,3,2,1,1,1,4,4,4,2,3,1,5,3,0,1,2,0,1,2,4,1,1,1,1,3,1,3,3,2,2,18,1,1
2784,39,0,-2.273214717,4,4,5,1,0,3,5,0,4,2,2,17,1,6,4,2,1,5,1,5,1,1,4,1,4,1,5,1,1,4,1,4,1,5,1,3,5,1,2,1,5,1,5,3,0,0,3,0,1,5,2,3,1,1,1,5,1,3,1,3,4,23,2,2
2785,28,1,0.292626672,,,0,1,0,0,2,2,1,1,1,11,5,7,4,,,,,,,,1,5,4,1,4,1,1,3,2,3,1,2,1,3,3,4,3,1,1,1,3,0,,0,2,0,1,7,6,2,1,3,2,5,3,4,2,4,3,29,2,2
2786,27,0,1.370069945,5,5,5,5,0,7,5,0,1,2,6,15,7,7,4,,,,,,,,5,4,5,2,5,2,4,4,3,5,3,5,1,1,4,3,4,2,4,1,5,7,0,0,2,1,1,5,1,4,2,2,4,5,4,5,3,4,5,38,2,2
